,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
3,0.00279,0.0994,73.189,0.039,0.991,0.936,0.344,85926,-30.108,0.393,0xlX5qEah0o5R4TIktSEOG,2
4,0.00128,0.11,70.752,0.0867,0.995,0.978,0.469,63333,-34.908,0.0,2M2TSXsNP1l1oW2CFXhgBu,2
5,0.0324,0.105,70.347,0.146,0.996,0.973,0.643,65143,-33.048,0.0,3uUh1YcGhUqkmRUzEqCOiC,2
6,0.00152,0.107,69.666,0.0641,0.996,0.973,0.573,69429,-37.672,0.898,4ybCihmUckfn3u8yOrRqLC,2
7,0.0345,0.114,69.922,0.0422,0.996,0.973,0.641,66857,-35.587,0.934,0mEfx07KcDFUKNrU16Bk5N,2
8,0.000871,0.118,71.323,0.193,0.995,0.969,0.535,66667,-36.857,0.0,2cQGtXBC1JrANk7o4rESD0,2
9,0.146,0.0957,73.963,0.0373,0.893,0.725,0.248,94648,-21.551,0.0353,1GwaCX84BPG0GRoC0zIa9P,2
10,0.12,0.0916,70.212,0.0334,0.756,0.888,0.287,85714,-23.17,0.0402,2MuaFOZj37wxfuE5owVhF9,2
11,0.00721,0.107,85.065,0.0361,0.978,0.894,0.507,97037,-26.424,0.039,5FiIDwTS9PJKMy2fcKp0k1,2
12,0.176,0.0739,70.262,0.0359,0.944,0.809,0.156,87887,-22.964,0.127,24Q3JyGSmQNM1XiXyZcshq,2
13,0.0415,0.112,67.435,0.0392,0.952,0.975,0.182,89143,-26.378,0.0376,67RoG8WRlEzSusTEDRcPdb,2
14,0.0359,0.123,70.31,0.0471,0.994,0.934,0.419,94737,-25.45,0.359,4EeSyjkNQyxVgps0FGu2LP,2
15,0.0604,0.141,79.958,0.0324,0.973,0.494,0.515,72000,-23.755,0.175,1UuovFMJZO3lThwwVBafbN,2
16,0.0157,0.08,139.937,0.0353,0.962,0.928,0.546,99429,-23.15,0.21,5KEm9mvIwaLf0mQ1M4AYLz,2
17,0.0796,0.072,70.316,0.0303,0.945,0.955,0.215,120000,-23.323,0.0394,63srq70JClmi80OC6X7J5g,2
18,0.131,0.0968,76.095,0.0438,0.875,0.795,0.189,96000,-24.596,0.0368,7dDvxTzHJLfIgZriRfhOLB,2
19,0.18,0.116,62.392,0.0433,0.628,0.822,0.202,90435,-22.992,0.0307,0ujfGX9iCJZzqWlkKoFVdc,2
20,0.0524,0.0867,149.793,0.0335,0.958,0.762,0.262,89600,-24.711,0.037,03zDDHNSpm6ayF8zXbxwvz,2
21,0.197,0.0932,72.954,0.0477,0.561,0.983,0.226,105205,-23.16,0.0274,5LIWgEi2xDPGLNxtVocksn,2
22,0.0936,0.0936,73.925,0.0397,0.862,0.785,0.148,103333,-28.659,0.0361,2GgmYWk2zlMNnfyNY1hz23,2
23,0.106,0.105,71.725,0.0371,0.883,0.71,0.205,110000,-24.15,0.039,469IscYwMjAgAlR7Z5y0Vw,2
24,0.0782,0.0989,66.065,0.0384,0.968,0.963,0.231,99200,-26.117,0.031,7vYPrJgPqfGhsOfkL0okpf,2
25,0.129,0.0767,140.158,0.0338,0.99,0.934,0.411,102857,-21.368,0.205,26uvmHRLvY2VWgcH8I4lS2,2
26,0.0148,0.102,81.671,0.046,0.995,0.881,0.635,84304,-26.897,0.46,6DH7CWK3fKjCH33GkJvhoN,2
27,0.178,0.0668,73.234,0.0368,0.931,0.854,0.224,98630,-21.753,0.0392,5yIbgGtGi7d65Os51YvVVZ,2
28,0.114,0.0957,66.43,0.0441,0.981,0.97,0.127,115200,-26.26,0.0372,14PxQSLWQxUQvIFcP3uQas,2
29,0.106,0.0808,70.785,0.0444,0.969,0.963,0.191,99429,-27.305,0.0323,6KImaBgqBj8HdXBQVPEIup,2
30,0.119,0.0851,84.932,0.0503,0.905,0.941,0.175,96000,-22.492,0.0281,0x5bRvUlDk1rmzMorvUxYR,2
31,0.175,0.0982,142.857,0.0451,0.868,0.857,0.15,128451,-23.606,0.102,1ziqGVefdg2e0FmgCsZP0i,2
32,0.11,0.12,76.131,0.0479,0.909,0.894,0.155,94648,-24.356,0.0365,2S5YfHhXQX5uNxAmWTjIJ3,2
33,0.118,0.101,83.075,0.0364,0.962,0.959,0.203,89143,-25.76,0.0382,0NaUuX5de2UDdnMHuJHW03,2
34,0.0805,0.095,73.269,0.0421,0.957,0.97,0.193,91268,-25.656,0.05,7dmTVe7uWD4K6afhJt7Lfs,2
35,0.221,0.106,65.123,0.0344,0.0536,0.828,0.197,92571,-18.945,0.139,0eQcEQpGfRuDUo00SsCiK8,2
36,0.148,0.181,127.074,0.0537,0.843,0.926,0.17,96000,-22.296,0.103,4DNSeJqArKV7exjSCFU4es,2
37,0.121,0.0965,72.272,0.0452,0.954,0.953,0.176,114930,-24.366,0.0499,2Bwta0kTrDd4Gss0IoNzxh,2
38,0.183,0.169,87.834,0.0387,0.875,0.939,0.192,96000,-23.161,0.0323,4FSLfHDKnnmxfskTPOBH9T,2
39,0.13,0.0997,76.295,0.0366,0.766,0.905,0.217,99429,-24.219,0.037,0Wjppz48V1KnrxR80CXE7I,2
40,0.147,0.105,72.447,0.0488,0.731,0.925,0.134,96000,-22.907,0.0345,00VetaoC8TaqvyumxJIXmx,2
41,0.0779,0.107,143.487,0.0349,0.972,0.88,0.257,90000,-24.761,0.0398,4bjRIPq0xdpy76bKpUFpbM,2
42,0.0616,0.114,64.448,0.0394,0.568,0.835,0.204,120000,-25.006,0.0439,7ApTnDx5BI8N92PFna9OR0,2
43,0.22,0.0888,133.184,0.0434,0.817,0.598,0.175,89143,-24.472,0.0314,3hS0Kv9bh6bSjiA9vb5JTF,2
44,0.0624,0.0924,66.675,0.0333,0.241,0.827,0.204,96000,-22.01,0.0433,0QPZOS0GApHTXjPb7tfYD0,2
45,0.186,0.125,76.264,0.0337,0.887,0.898,0.149,94648,-25.13,0.0803,0C8rPEfM8lZA05al27k0Pq,2
46,0.205,0.0918,140.353,0.0308,0.879,0.932,0.357,116571,-22.167,0.0618,5UZzBvSXjY2o5aKcPCIYEU,2
47,0.0318,0.0917,71.294,0.0381,0.949,0.877,0.2,121690,-26.218,0.0362,6nYg4DgEq6DlhpcWFNDyTl,2
48,0.215,0.112,67.083,0.0343,0.335,0.704,0.185,86956,-21.685,0.0357,45zotayJfPuVrGN6L7TmZh,2
49,0.0358,0.108,74.164,0.042,0.869,0.857,0.181,90811,-21.023,0.0646,3HvO0bTIyAMYyHbY1vD9aA,2
50,0.108,0.123,76.859,0.037,0.628,0.754,0.225,82286,-25.79,0.0399,3wBTiLb3ddU35dm2SNh4MW,2
51,0.041,0.07,70.038,0.0362,0.978,0.895,0.318,95143,-30.126,0.0415,4G0GaPSZViJnrXRpRFxxFh,2
52,0.0865,0.115,69.782,0.0379,0.895,0.575,0.21,88421,-25.304,0.0489,11x57xUo3O5NQV5MLGD6zw,2
53,0.127,0.0991,98.991,0.0376,0.956,0.771,0.233,91139,-21.851,0.0884,3v3EPJT1PIQQ3DICeBLpxH,2
54,0.139,0.0863,70.073,0.0313,0.826,0.867,0.329,96000,-23.53,0.0375,1GvBcoKn7J7swaqVPcowan,2
55,0.0477,0.108,73.003,0.0346,0.397,0.69,0.264,98630,-27.346,0.0659,4eW9R3LYXbSPWXrEnUPKdi,2
56,0.0467,0.115,80.01,0.0507,0.93,0.785,0.748,99000,-20.727,0.301,5KRryMDFDbpn9r8TjfT2MH,2
57,0.138,0.105,77.697,0.0431,0.821,0.967,0.0703,108169,-23.644,0.0365,0lgujOKZxSa241uY8kWp7Y,2
58,0.104,0.13,91.329,0.0392,0.766,0.95,0.202,114930,-24.698,0.0909,3UYbzEmEKYCix4Mo7OXKqh,2
59,0.0953,0.104,139.474,0.046,0.784,0.823,0.145,96000,-23.818,0.075,5TeHL0ZEbwCsyax3wQTcVC,2
60,0.135,0.0825,139.186,0.0363,0.881,0.96,0.215,89143,-23.64,0.0348,31NKBW5ZpOUqCewtOwgN5T,2
61,0.0682,0.0888,69.968,0.0346,0.957,0.7,0.356,113143,-25.079,0.037,6O5ehFKzr9z2m6FhpivQQj,2
62,0.168,0.151,71.795,0.0361,0.934,0.806,0.11,106286,-22.321,0.0391,44kSmjN9DIwTJoMBHHEnDM,2
63,0.189,0.11,140.161,0.0396,0.891,0.948,0.276,116571,-21.931,0.0538,4wISOt1Hp1lkj2dCkipWhy,2
64,0.206,0.111,69.645,0.0398,0.793,0.929,0.279,106286,-23.779,0.0392,7jHyMwv86JfAoBgALjZbwM,2
65,0.281,0.0954,64.456,0.0508,0.942,0.903,0.26,92800,-17.586,0.0366,4tP48zuROIWLULwtFmWOIu,2
66,0.125,0.1,70.059,0.0396,0.941,0.969,0.455,89143,-18.567,0.169,3n7E6nMZXWpWqQoQuJ33SH,2
67,0.156,0.106,79.857,0.0283,0.887,0.907,0.351,84000,-21.413,0.0397,05hc5PiLZ77HU7Gz8TawgK,2
68,0.00746,0.121,75.499,0.0473,0.983,0.877,0.353,84444,-26.188,0.0916,19t5Le0ny4yXMDpvevhsrV,2
69,0.166,0.108,141.003,0.0406,0.954,0.9,0.209,101408,-18.535,0.0904,5D6GS8BXf1BBEPtGQpdIsz,2
70,0.117,0.107,72.564,0.0343,0.847,0.909,0.155,93333,-19.878,0.0424,2NDFlDpAIDF5G8DYDZv5GV,2
71,0.116,0.103,71.553,0.0429,0.895,0.735,0.134,98028,-24.784,0.0336,0ZbXIvAR19BGZGc8zafdhl,2
72,0.192,0.109,48.013,0.0403,0.776,0.991,0.0954,96000,-21.27,0.0345,2zuk45iwW1IhxqpwU9FZjl,2
73,0.158,0.112,114.691,0.0341,0.926,0.932,0.171,90000,-24.269,0.051,2SMJJ2Mwll31SQZYZMza7h,2
74,0.0669,0.0629,64.645,0.0408,0.855,0.904,0.231,92055,-28.672,0.0423,23XlKw4XQXL4ZcYU3T2CHy,2
75,0.13,0.0862,175.74,0.0425,0.778,0.94,0.0927,96667,-27.874,0.0612,2tJcIuKcJyeqDZw983PIP0,2
76,0.0869,0.0984,62.819,0.0408,0.896,0.973,0.185,96667,-24.648,0.0373,4fnJE1cthnmrDzCcwiNjBV,2
77,0.175,0.103,91.119,0.0393,0.852,0.954,0.198,126575,-22.329,0.0474,37cfHEoArRTf7AxGpV9Oc2,2
78,0.108,0.11,71.252,0.0445,0.887,0.883,0.166,90000,-25.641,0.04,5aRaDpIXDKzkY6tOEPGV6b,2
79,0.239,0.0668,71.886,0.0495,0.959,0.994,0.286,116571,-21.11,0.0392,4qcuA5PtGFrXNBBJwQsgSI,2
80,0.199,0.131,73.606,0.0336,0.765,0.883,0.128,116757,-20.768,0.0453,2Altc136d7c4gZwdiUgk58,2
81,0.179,0.0892,128.165,0.0351,0.935,0.859,0.214,98028,-19.328,0.0392,2BRtJnsP6lHRouBThr1wUf,2
82,0.0717,0.0696,72.244,0.0429,0.975,0.948,0.195,93333,-26.142,0.0358,2Jdyt9OxI3CEA50ZwSpm22,2
83,0.129,0.115,145.451,0.0342,0.715,0.857,0.176,92055,-24.852,0.0352,6LRAb2JgRHOP6Zv0jptX4k,2
84,0.0341,0.109,71.671,0.0397,0.929,0.751,0.232,102400,-29.896,0.0345,4mnYHZDp7mraBoCVhp9fS8,2
85,0.0219,0.0875,139.833,0.0452,0.795,0.752,0.224,113143,-28.395,0.0549,3sOcwWj8Xr5Vpr7yLcyA06,2
86,0.107,0.0877,112.882,0.0414,0.216,0.677,0.252,97714,-27.718,0.0613,6eLNs7klsD1hwVw6DrTV7o,2
87,0.17,0.121,82.978,0.0408,0.702,0.81,0.176,99429,-25.314,0.0393,3b5iVZiWEDxJeROcScCYRF,2
88,0.0537,0.109,75.001,0.0382,0.74,0.736,0.12,88767,-30.992,0.0377,2bGhBaA2pJsKLOgwUQfhdH,2
89,0.0491,0.0952,110.337,0.0434,0.513,0.793,0.162,113143,-29.867,0.0393,2RVNMYXgfJCfxGSakTNUx2,2
90,0.0472,0.114,71.918,0.046,0.912,0.85,0.134,109714,-29.955,0.0723,1ka6WYQznjjKZkKYikONiM,2
91,0.105,0.116,106.983,0.0446,0.941,0.931,0.155,109714,-27.074,0.0387,2v6gDaHkHfojtLeK9Z9Zd6,2
92,0.131,0.0962,139.308,0.0377,0.667,0.767,0.195,96000,-25.896,0.039,2vl0jpEViZ3gkQMmiCVU34,2
93,0.066,0.0902,78.261,0.039,0.958,0.955,0.1,96000,-27.605,0.0346,5rAZ18w0BEU3XIkSvVesfQ,2
94,0.0419,0.0964,65.9,0.0366,0.892,0.926,0.264,96000,-24.491,0.105,1PkYyUW957EtXNL8h7O8h1,2
95,0.0854,0.104,72.322,0.04,0.845,0.869,0.152,96000,-26.351,0.0747,61OZSwAZFw1oBMGNBDDSxF,2
96,0.00119,0.112,69.275,0.518,0.996,0.973,0.624,68571,-37.794,0.0,0us61DzC86dpwdtNmM5voY,2
97,0.00489,0.106,69.818,0.089,0.996,0.973,0.65,75429,-35.817,0.648,7wrElpponSXCWj6DMSSJAL,2
98,0.161,0.0984,129.46,0.0411,0.53,0.802,0.166,72000,-25.288,0.0773,37K65y2SNf1UMMBg4kbz2G,2
99,0.0197,0.113,69.542,0.0771,0.993,0.935,0.443,97297,-24.241,0.359,1WZ2e2ayAmeqI5PUNgciJt,2
0,0.128,0.12,122.199,0.0376,0.961,0.85,0.523,129493,-18.679,0.152,6s9HUUwQLIIwv3PaB28k5U,2
1,0.696,0.129,119.999,0.0329,0.851,0.901,0.505,635000,-8.214,0.43,278h48eyiWbXhrgb5VtclT,2
2,0.487,0.0795,129.55,0.0362,0.413,0.81,0.389,484960,-13.267,0.0676,2MdCE51hJOh9N5Hu0IZGbO,2
3,0.44,0.0966,129.182,0.0364,0.276,0.896,0.225,290339,-11.707,0.197,7wWNhI15N5wEjQC1d01BqT,2
4,0.251,0.37,114.198,0.0319,0.165,0.0288,0.536,421933,-11.393,0.329,71VA8RThkp9Kr0wbhQRza3,2
5,0.638,0.154,108.156,0.0295,0.434,0.954,0.492,325333,-9.095,0.357,058ylCuWsj0Q85LWviID7u,2
6,0.495,0.108,121.771,0.0271,0.194,0.808,0.594,333759,-11.3,0.33,3aSSM5v4X0i0R7P781cjbk,2
7,0.262,0.0615,122.992,0.0319,0.107,0.925,0.433,296875,-17.346,0.47,5LBtU80gRMblLnpZDBKCBQ,2
8,0.424,0.379,122.734,0.0337,0.0535,0.881,0.352,548587,-12.952,0.206,1A2VqNdoncLYrSDxRxgxZZ,2
9,0.568,0.112,93.246,0.0341,0.555,0.378,0.244,455600,-8.112,0.306,0QCV5tCax1R7yNN6HQMQJx,2
10,0.721,0.112,118.093,0.0354,0.238,0.519,0.318,511693,-7.68,0.18,61VgWtpg1ZVJys1pPVpciS,2
11,0.359,0.123,63.192,0.0333,0.172,0.86,0.354,1078875,-7.689,0.0732,1Zc8dko3vYapJnJ6nBH7tt,2
12,0.426,0.0718,62.451,0.0269,0.307,0.831,0.356,1216922,-11.197,0.409,6oLrv7D89lTEofMck6juDv,2
13,0.334,0.118,103.017,0.0376,0.00356,0.81,0.564,158893,-10.312,0.0391,7BSZgh9qmNyIqbkGHQzuTy,2
14,0.478,0.28,124.796,0.0284,0.717,0.713,0.493,560840,-8.133,0.101,5huCa8exUevRP4VW9yaFCy,2
15,0.0825,0.125,107.664,0.137,0.00638,0.801,0.234,1248752,-9.302,0.0387,4mR0UW4OZAkBkkcOTw49Ix,2
16,0.408,0.101,76.02,0.0295,0.00533,0.836,0.657,222681,-8.401,0.357,3FfIPZl02Le17YtcgATXmA,2
17,0.001,0.0926,175.681,0.0319,0.0041,0.861,0.268,1443280,-8.151,0.692,4EGKtxP8frR9b3VlUUsgYj,2
18,0.521,0.112,144.294,0.0335,0.457,0.694,0.344,491227,-8.552,0.116,2IWZcXsFTM5E7Si9ZAnYuk,2
19,0.451,0.109,137.66,0.0635,0.841,0.929,0.69,199104,-11.872,0.877,1NL0JUs4xMzZwh5vrEJnPG,2
20,0.582,0.122,115.029,0.0278,0.229,0.848,0.614,308998,-7.676,0.36,0RfoeJLvPM3yGBs2jhMxkO,2
21,0.308,0.0948,135.963,0.0319,0.885,0.892,0.511,155313,-15.74,0.0798,2tWw3m1Hj1mCFoZKQmAwul,2
22,0.576,0.096,155.214,0.0349,0.0197,0.526,0.26,487639,-8.789,0.388,24nzNJqqphaHKU2CfwomRp,2
23,0.464,0.132,101.32,0.0288,0.00918,0.332,0.252,394893,-10.34,0.155,2fk2gnHDjUELw7czKF7oj6,2
24,0.238,0.138,118.183,0.0313,0.743,0.821,0.446,442480,-14.681,0.19,2TwqLvoeHpWipZn9weYv82,2
25,0.312,0.115,131.987,0.0291,0.23,0.828,0.464,393453,-13.511,0.0606,7iEocSBISqDeuKSMUdYehz,2
26,0.338,0.107,87.598,0.0539,0.793,0.872,0.379,465551,-20.472,0.249,74qWBQQvUg8UBZs47A5ju4,2
27,0.439,0.0727,149.929,0.0288,0.422,0.845,0.436,134707,-10.241,0.204,4jtD1uTTYq35r56erCd469,2
28,0.295,0.116,179.135,0.0587,0.0143,0.781,0.288,154288,-12.17,0.058,4XI9wQ7QCixGiT6WOwVATE,2
29,0.32,0.105,130.077,0.0596,0.955,0.941,0.734,202000,-12.276,0.0684,3WBzo0Tmxkfa0QxtVC9ak8,2
0,0.615,0.127,123.048,0.0898,0.189,1.2e-05,0.626,234147,-7.667,0.0795,2VP6E3tkWSbD2uHBioBDLp,3
1,0.577,0.334,154.975,0.0322,0.00164,0.00446,0.357,230310,-8.05,0.147,3TnGabS1ylWPNOTa2kJBDn,3
2,0.595,0.174,59.977,0.0332,0.176,9.11e-06,0.463,253513,-5.251,0.108,5XMYHUrX71sStmDNqJoyPZ,3
3,0.904,0.0433,94.481,0.0807,0.00302,0.0,0.562,158667,-4.947,0.651,3px2rAPu74ltbkf9eZsZ8h,3
4,0.661,0.076,142.889,0.0433,0.273,4.89e-05,0.509,211140,-4.334,0.421,0XVQTr58DZbLUcjacnTp8k,3
5,0.678,0.0761,134.037,0.0305,0.0281,0.0,0.565,229254,-6.776,0.284,7pFC5bvXuO0k1wrcQYlG06,3
6,0.551,0.0914,128.075,0.0335,0.482,0.0,0.383,260326,-6.542,0.108,6GRSgTmK2i61nsLOviQ8MJ,3
7,0.714,0.0683,86.926,0.0391,0.257,0.0,0.516,222414,-4.529,0.312,5UYYQuk6SjY3S892UuLXE3,3
8,0.486,0.0903,79.903,0.063,0.0273,0.000256,0.62,220173,-6.134,0.761,4MYl2TdloNHxQUkdQSgWcP,3
9,0.403,0.0662,77.032,0.0569,0.436,0.0,0.59,210274,-10.806,0.321,0ZPMI8Gnz7p6omBBIOwiO9,3
10,0.396,0.105,90.024,0.0286,0.0841,3.58e-05,0.732,195920,-9.348,0.548,6i0V12jOa3mr6uu4WYhUBr,3
11,0.786,0.65,169.021,0.317,0.255,0.0,0.502,243491,-4.378,0.739,4dASQiO1Eoo3RJvt74FtXB,3
12,0.562,0.209,72.945,0.03,0.175,9.17e-06,0.386,363114,-4.363,0.228,6hnhksrWAA4OYYpKRh8Oqb,3
13,0.789,0.214,97.52,0.0427,0.00532,0.0105,0.577,222707,-4.661,0.149,4TQcARE7Fd58akNhr3N7AE,3
14,0.922,0.363,132.059,0.0744,0.000247,0.388,0.617,212347,-3.474,0.6,1jq28NGw6wdtFKx8MBPy6C,3
15,0.957,0.0789,134.992,0.0741,0.0431,0.0,0.64,178013,-2.336,0.692,2UREu1Y8CO4jXkbvqAtP7g,3
16,0.652,0.108,173.008,0.0625,0.00768,6.42e-05,0.274,288036,-6.196,0.1,3Xfg7AegXaDLoD5GOUMf2e,3
17,0.633,0.0804,164.13,0.0682,0.00378,0.0,0.532,236907,-5.106,0.448,4iWYPj04kHXcZK0st5yzZf,3
18,0.872,0.318,176.025,0.0392,0.0117,0.0,0.361,172960,-4.312,0.578,7ckZ58Uo6I6nTrMs1SeimI,3
19,0.878,0.0771,104.026,0.0326,0.00229,0.000282,0.532,231667,-4.431,0.579,6jg3Om6ZBMKlylforWGPEC,3
20,0.823,0.375,129.969,0.0394,0.00187,0.0,0.59,170427,-4.606,0.571,4rBJhbvK48X8aoQbgOD71Y,3
21,0.819,0.0832,109.998,0.0485,0.00889,3.51e-06,0.731,222400,-5.978,0.789,50fBaxpXWE8Ul4yjo0Q5O2,3
22,0.439,0.122,92.017,0.065,0.135,0.0,0.742,172820,-8.598,0.826,2bfNnO1OpLCxaDR73phdMk,3
23,0.132,0.0617,118.758,0.0441,0.949,0.00878,0.46,175630,-17.582,0.33,2GHxtccGrufkQXi3QpQk9z,3
24,0.19,0.0536,132.037,0.033,0.944,0.000175,0.49,349135,-15.887,0.0777,7IjGLiUPXv5ZyPvxxnUgcM,3
25,0.858,0.102,176.042,0.0729,0.00359,0.0,0.393,228360,-2.868,0.56,04aAxqtGp5pv12UXAg4pkq,3
26,0.784,0.668,136.245,0.0627,0.106,0.000108,0.448,186813,-3.686,0.236,4G8gkOterJn0Ywt6uhqbhp,3
27,0.868,0.671,108.016,0.0699,0.00131,1.54e-06,0.616,189387,-3.606,0.475,3Te8uLyit6X3ncNW8Fp3K2,3
28,0.964,0.579,138.063,0.072,0.000539,1.57e-06,0.562,244960,-2.991,0.41,53AuxddsgPSlqM619nJhSd,3
29,0.964,0.579,138.063,0.072,0.000539,1.57e-06,0.562,244960,-2.991,0.41,53AuxddsgPSlqM619nJhSd,3
30,0.567,0.0933,90.246,0.0828,0.0584,0.0,0.617,217603,-4.188,0.505,0SuLAslEMFZAXf0SwY7syi,3
31,0.803,0.0861,97.967,0.186,0.102,4.15e-06,0.574,208125,-3.17,0.647,2FK1qmw8XNBqUe5CcgTVnE,3
32,0.652,0.0931,95.977,0.0802,0.581,0.0,0.825,233713,-3.183,0.931,7qiZfU4dY1lWllzX7mPBI3,3
33,0.834,0.14,135.007,0.0989,0.0232,1.14e-05,0.461,261154,-4.868,0.471,6PCUP3dWmTjcTtXY02oFdT,3
34,0.127,0.173,182.389,0.217,0.892,0.0,0.48,247839,-15.996,0.324,2WU4ET9r25IVZGQkWOM2UL,3
35,0.128,0.0858,123.498,0.0496,0.963,0.0,0.586,276067,-9.297,0.371,0zMzyHAeMvwq5CRstru1Fp,3
36,0.407,0.11,139.028,0.0267,0.309,0.000961,0.421,285120,-7.445,0.161,6lanRgr6wXibZr8KgzXxBl,3
37,0.348,0.12,74.541,0.0316,0.726,0.0,0.349,246587,-6.142,0.0886,0HZhYMZOcUzZKSFwPOti6m,3
38,0.755,0.103,145.319,0.0634,0.11,4.89e-06,0.463,261213,-7.244,0.252,5u0YB9bpmgEPS2bPhwfRFV,3
39,0.0485,0.108,137.97,0.038,0.947,0.0,0.41,173175,-13.918,0.247,6yIHGmQLJxWAUZ1ZkENemN,3
40,0.58,0.129,119.997,0.0399,0.223,0.0,0.731,199593,-7.328,0.319,2IO7yf562c1zLzpanal1DT,3
41,0.939,0.491,159.932,0.0593,0.0425,0.0,0.434,209493,-2.983,0.569,0nkzd3yNniB767zSDDdLZ3,3
42,0.943,0.242,94.612,0.0698,0.00721,2.06e-06,0.331,235893,-3.188,0.296,0COqiPhxzoWICwFCS4eZcp,3
43,0.724,0.186,127.888,0.0675,0.00876,0.0012,0.254,316813,-6.513,0.123,36ECEkodXYhLPyBHjZCEHh,3
44,0.941,0.802,139.68,0.0918,0.00194,0.0,0.402,219920,-3.175,0.176,5nxxe5YhgHKEAD9baPQbLd,3
45,0.941,0.802,139.68,0.0918,0.00194,0.0,0.402,219920,-3.175,0.176,5nxxe5YhgHKEAD9baPQbLd,3
46,0.467,0.0748,84.922,0.0633,0.406,0.00136,0.698,200896,-8.376,0.501,14fRrLJwF9Ca6n5SXMbs5M,3
47,0.713,0.0602,147.959,0.0776,0.0316,0.374,0.494,226427,-7.487,0.257,4vWeIrIQQrbThS11ogLTmu,3
48,0.83,0.114,170.094,0.14,0.0807,0.0,0.569,186635,-4.106,0.609,4bPQs0PHn4xbipzdPfn6du,3
49,0.602,0.356,134.049,0.0412,0.0529,0.0,0.664,235947,-5.369,0.289,7l94dyN2hX9c6wWcZQuOGJ,3
50,0.593,0.0955,69.857,0.0625,0.643,0.000109,0.138,307027,-9.562,0.181,0P4TBgExJNP8CeYzYpvGMt,3
51,0.13,0.0987,135.872,0.0357,0.842,0.00155,0.22,311667,-15.086,0.125,4oEL2E7VLBNTqJg8p6YSpn,3
52,0.272,0.11,165.87,0.0348,0.32,0.000759,0.137,284800,-10.347,0.16,2qZVVN9arDWwNVS8onFB7k,3
53,0.303,0.104,124.949,0.0351,0.862,0.00563,0.567,273000,-12.481,0.252,5zT5cMnMKoyruPj13TQXGx,3
54,0.277,0.0966,89.32,0.0323,0.698,0.0,0.389,247347,-10.757,0.125,4JuJZzGcswQszYiKJSnC6i,3
55,0.277,0.0966,89.32,0.0323,0.698,0.0,0.389,247347,-10.757,0.125,4JuJZzGcswQszYiKJSnC6i,3
56,0.466,0.135,121.741,0.0578,0.39,0.0,0.607,208321,-7.562,0.434,6OG1S805gIrH5nAQbEOPY3,3
57,0.482,0.223,91.994,0.351,0.211,0.0,0.77,385438,-9.529,0.441,7qfoq1JFKBUEIvhqOHzuqX,3
58,0.404,0.132,80.356,0.0285,0.446,0.0,0.409,259693,-6.517,0.288,4BoTrCdVPZHU4iBC0kcid7,3
59,0.78,0.118,124.953,0.102,0.0492,0.0,0.784,204347,-4.275,0.722,5VKSZDsidOFHrtlJb33Syo,3
60,0.764,0.115,148.021,0.0366,0.0717,0.0,0.516,224693,-6.223,0.376,1NhPKVLsHhFUHIOZ32QnS2,3
61,0.902,0.0558,100.012,0.0346,0.0591,0.000262,0.673,194240,-2.392,0.538,5Hroj5K7vLpIG4FNCRIjbP,3
62,0.67,0.0601,119.988,0.0472,0.304,1.22e-06,0.818,235382,-4.451,0.939,6u0oHknFYrnUd42A6rvFly,3
63,0.899,0.0902,170.097,0.0846,0.0507,0.0,0.574,218973,-5.75,0.679,2e42fb37LVhtCOescNb1yN,3
64,0.595,0.0746,124.334,0.0504,0.8,0.0,0.515,244413,-6.76,0.704,0AmA8MQue1LBuYZSAdBMsj,3
65,0.815,0.338,189.773,0.0583,0.218,0.0,0.488,188724,-6.944,0.497,6obm5ubZCFaxTw44EonarI,3
66,0.189,0.0867,81.905,0.044,0.947,0.105,0.599,249760,-17.596,0.474,47rtdB1hBH6eRYi3ruUlCG,3
67,0.166,0.0959,133.482,0.0378,0.923,0.00282,0.453,317680,-14.365,0.176,16AOZtLZwnm993MAdkt61r,3
68,0.687,0.0783,83.176,0.136,0.53,0.0,0.284,191251,-6.731,0.331,1F5m0omiTYMzgsAVSFHNYO,3
69,0.821,0.0823,120.462,0.104,0.0785,0.0,0.376,199453,-3.974,0.331,1wYZZtamWTQAoj8B812uKQ,3
70,0.88,0.128,95.079,0.0504,0.205,0.0,0.626,202621,-2.384,0.534,08bNPGLD8AhKpnnERrAc6G,3
71,0.808,0.66,109.902,0.0541,0.0175,3.67e-06,0.756,264847,-3.655,0.638,7GQqj9jRtDkMp8zByehXQI,3
72,0.593,0.15,123.772,0.0949,0.287,0.0,0.707,329228,-8.581,0.478,3dP0pLbg9OfVwssDjp9aT0,3
73,0.675,0.181,119.898,0.0332,0.399,0.0,0.549,214762,-5.637,0.206,3SKzTIl9mW0DadTys9SFo3,3
74,0.868,0.151,83.469,0.0837,0.0082,0.0,0.408,228533,-4.438,0.387,4x3qqSA4cP49oZQXPLnDBe,3
75,0.826,0.11,139.846,0.0329,0.293,0.0,0.582,198875,-4.683,0.556,4c6D6IkTEpUmACruCkgfpx,3
76,0.579,0.108,99.745,0.0266,0.0933,0.00076,0.6,281283,-7.46,0.266,1XSoEETVRA7mteA8lA2ozh,3
